Use_Code,Tax_Year,Tax_Value,year_built,lot_size,finished_sq_feet,bathrooms,bedrooms,zestimate
SingleFamily,2018,287533,1946,4971,1085,1,3,474214
SingleFamily,2018,1997241,1928,87335,2534,3,3,847430
SingleFamily,2018,714081,1987,5001,2970,3,3,1602558
SingleFamily,2018,223364,1952,4505,912,1,2,578115
SingleFamily,2018,92427,1958,8250,1737,2,3,607073
SingleFamily,2018,395311,1967,7768,2160,3,4,708807
SingleFamily,2018,691762,1930,6532,2434,4,3,2288954
SingleFamily,2018,802472,1941,11411,3096,3,4,1877878
SingleFamily,2018,452642,1950,6023,1422,2,4,548824
SingleFamily,2018,207532,1927,8138,1652,1,3,642336
SingleFamily,2018,201048,1951,6223,1064,1,3,516765
SingleFamily,2018,157122,1962,13466,2004,3,3,770318
SingleFamily,2018,320127,1956,6098,1283,2,3,539719
SingleFamily,2018,224046,1945,6e3,1104,1,3,734433
Condominium,2018,249877,1979,192405,1575,3,4,464472
SingleFamily,2018,2347662,1962,11504,3549,5,5,2798592
SingleFamily,2018,492660,1949,6459,1017,1,3,536013
SingleFamily,2018,247987,1953,6499,1495,2,3,616177
SingleFamily,2018,147847,1968,5849,1024,2,3,1700543
Townhouse,2018,383421,1982,99839,2026,2.5,3,520974
SingleFamily,2018,378787,1973,12170,2106,3,4,598022
SingleFamily,2018,445277,1947,5592,1545,2,3,1012433
SingleFamily,2018,326060,1951,6081,2328,3,4,717535
SingleFamily,2018,1812e3,1955,6e3,2910,3.5,4,1790264
SingleFamily,2018,1143726,1946,12678,2768,3,4,1775193
SingleFamily,2018,757577,1959,10921,2115,2,4,959195
Duplex,2018,113928,1942,6748,908,2,3,490984
SingleFamily,2018,298381,1927,7405,1287,2,3,559290
SingleFamily,2018,663362,1953,22140,3805,3,4,1303294
SingleFamily,2018,311192,1921,6589,1617,2,1,1359807
SingleFamily,2018,235996,1956,7660,1879,2,4,619228
SingleFamily,2018,486270,1960,13482,2670,3,3,833214
SingleFamily,2018,232147,1954,7292,1552,2,4,923162
SingleFamily,2018,897825,1936,2916,1120,1,2,922098
SingleFamily,2018,29893,1917,8868,977,1,3,439258
SingleFamily,2018,927913,1922,6463,2358,2,3,1693454
SingleFamily,2018,714e3,1928,3570,1324,1,2,1034831
SingleFamily,2018,210501,1935,4800,850,1,2,714134
SingleFamily,2018,107e4,1912,36886,2996,4,4,1111080
Duplex,2018,171535,1924,4285,1353,2,2,604651
SingleFamily,2018,331442,1950,4890,1361,2,4,583999
SingleFamily,2018,98205,1960,11149,1570,2,3,679590
SingleFamily,2018,56e4,1976,9583,1433,2,3,559036
SingleFamily,2018,77064,1950,4883,1092,1,3,604076
SingleFamily,2018,559476,1957,6e3,1682,2,3,913404
SingleFamily,2018,37e5,1991,3817,4336,4,5,3870976
SingleFamily,2018,2346e3,2006,38472,3557,3.5,4,2554118
SingleFamily,2018,585e3,1948,6751,1290,2,4,653061
SingleFamily,2018,122319,1921,5426,1799,2,4,612791
SingleFamily,2018,467138,1957,5923,1364,2,3,588759
SingleFamily,2018,61996,1953,6430,1038,2,3,541887
Condominium,2018,173e3,1942,529449,849,1,1,486794
SingleFamily,2018,435723,1953,7491,1584,2,3,636467
SingleFamily,2018,150208,1960,8915,1404,2,3,762962
SingleFamily,2018,718490,1956,6074,1520,2,3,905470
SingleFamily,2018,134004,1938,14573,1704,2,3,1842249
SingleFamily,2018,1378529,1935,6917,1163,1,2,1232706
SingleFamily,2018,397055,1939,4603,1090,1,2,566007
SingleFamily,2018,75968,1923,6253,1e3,1,2,1692977
SingleFamily,2018,5956369,1987,30458,9320,8,5,13343271
SingleFamily,2018,41751,1925,3052,785,1,2,668474
SingleFamily,2018,2801159,1966,34442,3475,3,4,4097712
Duplex,2018,1513077,1927,7700,2517,4,4,1796332
SingleFamily,2018,535500,1961,9889,1316,2,3,606320
SingleFamily,2018,93757,1953,8463,1517,2,3,557297
SingleFamily,2018,157029,1927,5029,1037,1,2,739646
SingleFamily,2018,256199,1950,4400,861,1,2,1139368
SingleFamily,2018,288405,1950,7384,2058,2,3,708726
Quadruplex,2018,640481,1912,2437,2996,4,8,1372065
SingleFamily,2018,264924,1948,6355,1604,2,2,955351
Duplex,2018,18686,1921,4354,1206,2,3,435584
Condominium,2018,371671,2001,21641,2062,4,4,564474
SingleFamily,2018,916239,1955,18880,2970,5,5,1351659
SingleFamily,2018,361736,1908,6969,1652,2,4,529781
SingleFamily,2018,383802,1967,8675,3031,4,5,852455
SingleFamily,2018,332928,1924,6534,1092,1,3,464038
SingleFamily,2018,550799,1923,6606,2326,3,3,1872365
SingleFamily,2018,480420,1949,6904,1220,2,3,597610
SingleFamily,2018,709165,1972,6546,2826,4,4,1219991
SingleFamily,2018,363e3,1903,10018,2652,1.5,4,1140354
SingleFamily,2018,551411,1959,7760,1906,3,4,722365
SingleFamily,2018,33773,1909,4199,1284,3,3,1009443
SingleFamily,2018,66334,1955,7664,900,1,2,431210
SingleFamily,2018,374543,1951,7499,1070,1,3,464387
Condominium,2018,47e4,1925,53600,1440,2,1,657865
Duplex,2018,280967,2005,2610,1680,4,4,1025139
SingleFamily,2018,202644,1937,6004,1734,1,5,494398
SingleFamily,2018,44327,1930,6499,1724,2,3,725619
SingleFamily,2018,1103901,1956,6100,2356,2,3,1967335
SingleFamily,2018,249339,1950,5749,1069,1,2,853881
SingleFamily,2018,328274,1953,6180,1358,2,3,1852490
SingleFamily,2018,689396,2004,7215,2667,4,3,1001300
MultiFamily2To4,2018,412161,1938,4800,1570,2,3,713029
SingleFamily,2018,383015,1942,6028,1730,2,3,876403
SingleFamily,2018,331166,1906,5198,1719,2,5,720568
SingleFamily,2018,336687,1920,3499,1095,2,2,733237
SingleFamily,2018,273840,1965,3728,1776,3,3,1236077
SingleFamily,2018,89594,1958,5250,1364,2,3,618969
SingleFamily,2018,239632,2004,4416,2290,3,4,1048883
SingleFamily,2018,646078,1950,6899,1800,2,2,3001055
SingleFamily,2018,801067,1949,5601,1600,2,3,1054008
SingleFamily,2018,73884,1928,5278,1286,1,3,1438847
Triplex,2018,308550,1922,7088,2370,3,6,705346
SingleFamily,2018,1025313,1948,6679,2250,4,4,1606985
Triplex,2018,290499,1938,5726,2312,3,5,634605
SingleFamily,2018,292221,1912,5440,1102,1,3,383432
SingleFamily,2018,170828,1965,7519,1242,2,3,522021
SingleFamily,2018,194023,1950,7535,1194,2,3,533857
SingleFamily,2018,243552,1922,6999,1974,3,4,1098874
SingleFamily,2018,115325,1947,8098,1570,2,3,899677
SingleFamily,2018,1784645,1955,21780,2560,3,3,2393067
Quadruplex,2018,226229,1938,5504,4236,4,4,1096581
SingleFamily,2018,639845,1922,4800,1401,2,3,782715
SingleFamily,2018,313849,1944,6534,1322,2,3,542558
SingleFamily,2018,598622,1977,90016,2690,2,3,2936102
SingleFamily,2018,342206,1951,5619,1010,2,2,559637
SingleFamily,2018,876e3,1956,7773,2190,2,4,859890
SingleFamily,2018,320128,1916,6075,1495,2,3,607047
SingleFamily,2018,240015,1953,8283,1430,2,3,598196
SingleFamily,2018,299112,1902,4500,1432,2,4,523455
SingleFamily,2018,1325083,1940,5787,1632,2.5,3,1646041
SingleFamily,2018,426673,1941,6164,2415,3,3,1744645
SingleFamily,2018,249575,1949,6180,814,1,2,489243
SingleFamily,2018,562769,1978,9080,2552,3,4,882820
SingleFamily,2018,548899,1930,7e3,1446,1,3,1003881
SingleFamily,2018,729905,1951,7560,1750,2,3,1018602
SingleFamily,2018,52085,1909,4804,1530,1,2,718816
SingleFamily,2018,458187,1952,6432,2230,3,3,1013942
SingleFamily,2018,603946,1959,6490,1831,2,3,776522
SingleFamily,2018,780300,1940,6895,2004,3,4,1116619
SingleFamily,2018,621676,1950,8350,3600,3.5,4,1990019
SingleFamily,2018,484288,1936,9588,820,1,1,1241861
MultiFamily2To4,2018,566e3,1920,7500,2931,4,6,665018
SingleFamily,2018,492459,1951,6534,1516,2,3,577645
SingleFamily,2018,1478e3,1937,17424,3611,4.5,4,2019860
MultiFamily2To4,2018,523248,2011,6255,3408,5,9,1111436
SingleFamily,2018,1103903,1932,6477,1929,2,3,2006504
SingleFamily,2018,478583,1950,6249,1653,1.5,3,579056
SingleFamily,2018,245873,1963,7370,2198,3,4,808308
SingleFamily,2018,832391,1927,6180,2483,3,4,2311212
SingleFamily,2018,4432176,1954,56980,6118,6,4,13706265
SingleFamily,2018,224908,1924,5002,704,1,1,356898
SingleFamily,2018,309505,1927,6752,1612,2,2,1078431
Townhouse,2018,348936,1979,3611,1447,2.5,4,436393
Condominium,2018,496e3,1975,543323,1409,3,3,466975
SingleFamily,2018,319978,1975,11517,2442,3,4,924713
Triplex,2018,557908,1923,7151,1880,4,4,543380
MultiFamily2To4,2018,392837,1980,4679,2500,5,6,2216847
Duplex,2018,178383,1912,4971,1769,2,4,567787
Triplex,2018,317823,1923,6061,1688,3,3,960448
SingleFamily,2018,681289,1943,5887,1184,2,3,853191
SingleFamily,2018,122428,1947,6348,1665,2,3,1131610
SingleFamily,2018,360605,1938,5693,821,1,2,1318565
SingleFamily,2018,41313,1939,5701,1205,1,2,520188
SingleFamily,2018,659551,1967,5350,1734,2,3,1209606
SingleFamily,2018,269931,1953,7353,1921,2,4,637216
SingleFamily,2018,2770574,1959,28363,2256,3,3,3692775
SingleFamily,2018,184514,1955,6095,1247,2,4,523766
SingleFamily,2018,220160,1947,6777,992,1,2,818285
Condominium,2018,440887,1987,5752,2235,3,4,716959
SingleFamily,2018,57695,1895,5836,1103,1,3,612403
SingleFamily,2018,616e3,1948,9769,1728,3,4,682948
SingleFamily,2018,111428,1941,4836,927,1,2,406656
SingleFamily,2018,37222,1952,6616,783,2,2,618750
SingleFamily,2018,3162e3,1922,7135,3055,2.75,4,3533317
SingleFamily,2018,163840,1912,4801,1248,2,3,444615
SingleFamily,2018,210505,1939,6567,1942,1,3,667484
Duplex,2018,391582,1922,6308,2498,2,3,955988
SingleFamily,2018,339941,1976,11287,2219,3,3,736804
SingleFamily,2018,507005,1947,6660,1020,2,2,646876
SingleFamily,2018,448335,1942,5502,1206,1,2,631716
Duplex,2018,508e3,1946,7784,1238,2,3,612397
SingleFamily,2018,88502,1961,8251,1430,2,4,722734
SingleFamily,2018,731387,1947,3500,1690,2,2,1458776
SingleFamily,2018,169720,1924,3330,736,1,1,1708693
SingleFamily,2018,30527,1926,13811,780,1,2,637011
SingleFamily,2018,783452,1952,18525,4e3,4,3,1274529
SingleFamily,2018,71910,1958,20667,1084,2,3,542629
SingleFamily,2018,321185,1987,7579,2751,3,5,738898
MultiFamily2To4,2018,1251672,1929,6300,2730,4,4,2332418
SingleFamily,2018,87424,1955,6555,1261,2,3,546822
SingleFamily,2018,67966,1928,4795,1166,2,3,714894
SingleFamily,2018,575e3,1950,6211,1272,1,3,603247
Condominium,2018,1820700,1940,5366,2310,3,3,1530045
SingleFamily,2018,277469,1952,12220,1545,2,2,826550
SingleFamily,2018,184345,1937,4902,1612,2,3,1517462
SingleFamily,2018,924230,1926,3206,1112,2,2,1235642
SingleFamily,2018,1187082,1951,17003,3881,5,4,2984181
SingleFamily,2018,358763,1930,7840,1164,1.5,2,658132
SingleFamily,2018,1118092,1952,18097,5590,6,5,3035129
SingleFamily,2018,384323,1929,5405,1100,1,2,421623
SingleFamily,2018,483498,1931,6499,4390,5,6,3764482
SingleFamily,2018,295753,1930,6e3,1268,2,3,410018
SingleFamily,2018,416091,1930,6882,1617,1.5,3,2026651
SingleFamily,2018,297091,1928,7e3,1958,2,3,776678
SingleFamily,2018,662734,1966,6059,1778,3,4,666391
SingleFamily,2018,120178,1964,14546,2566,3,4,984345
SingleFamily,2018,275971,1952,5658,1558,2,3,524809
SingleFamily,2018,418860,1907,4356,1952,2,5,584843
SingleFamily,2018,350763,1946,5260,2129,3,5,1348246
MultiFamily2To4,2018,1203600,1905,5858,3700,8,8,942215
SingleFamily,2018,1029857,1981,4486,2734,2.5,3,807860
Duplex,2018,1131476,1925,5313,1798,2,3,1614944
Triplex,2018,66247,1932,6676,2767,3,7,686568
SingleFamily,2018,526499,1965,7883,2468,3,4,686669
SingleFamily,2018,328425,1941,9966,2547,2,3,3132967
SingleFamily,2018,167580,1942,5400,913,1,2,369906
SingleFamily,2018,331597,1954,6534,1553,2,3,691892
SingleFamily,2018,609029,1920,4999,2361,3,3,634436
Condominium,2018,1311327,1980,28062,2700,3,2,1683223
SingleFamily,2018,82474,1959,7901,1570,2,3,685656
Triplex,2018,227778,1961,8449,2735,3,7,660851
SingleFamily,2018,384794,1952,5662,1352,2,3,509652
SingleFamily,2018,571200,1964,7702,1650,2,3,660879
SingleFamily,2018,279679,1977,11002,2748,3,4,833021
SingleFamily,2018,516147,1931,6650,3688,6,4,2703305
SingleFamily,2018,709953,1990,7053,3303,4,4,1199687
SingleFamily,2018,593714,1963,6212,1888,2,4,721430
Duplex,2018,33987,1925,4801,1726,2,5,548664
SingleFamily,2018,774155,1950,6149,1661,3,3,1470974
Duplex,2018,139982,1926,11849,1326,2,3,619026
SingleFamily,2018,375080,1928,6249,2001,2,3,2042111
MultiFamily2To4,2018,1266812,1973,16010,3100,6,9,1080011
SingleFamily,2018,395566,1921,6852,2468,2,4,1516184
SingleFamily,2018,1285e3,1988,11025,4694,5.5,5,1395997
SingleFamily,2018,270144,1953,7685,1744,2,3,611122
SingleFamily,2018,234389,1949,5961,1380,2,2,495773
Duplex,2018,342733,1948,5003,1910,2,4,680287
SingleFamily,2018,762225,1952,6611,1421,2,4,1075440
SingleFamily,2018,107747,1952,5614,1523,3,3,881208
SingleFamily,2018,50561,1947,7241,1022,1,3,448733
Duplex,2018,419334,1902,5507,2196,2,4,516358
SingleFamily,2018,617100,1964,6534,1629,2,4,727466
SingleFamily,2018,5149980,2015,7515,4664,5,5,6075903
SingleFamily,2018,2790456,1979,17539,4922,6,4,2468056
SingleFamily,2018,427489,1964,8158,1760,2,4,641809
SingleFamily,2018,506333,1958,7192,2067,3,3,1092314
SingleFamily,2018,306165,1951,9312,1230,1,2,777994
SingleFamily,2018,559172,1966,8458,2174,3,4,788406
SingleFamily,2018,256905,1925,6430,1490,1,3,1263035
SingleFamily,2018,352021,1986,13068,1620,2,4,556739
SingleFamily,2018,614e3,1960,7627,1173,2,3,638679
Condominium,2018,502272,2005,5662,1940,4,3,836129
SingleFamily,2018,402279,1941,6753,1852,3,3,1042456
SingleFamily,2018,268741,1947,6580,1096,2,3,632279
SingleFamily,2018,284002,1961,6876,1510,2,3,625029
SingleFamily,2018,82597,1927,4715,1914,1,3,644508
SingleFamily,2018,1259391,1969,16810,3076,3,4,2452878
SingleFamily,2018,60060,1939,6777,1095,1,2,448801
SingleFamily,2018,531670,1953,7772,1539,2.5,4,731732
SingleFamily,2018,418338,1942,7e3,1984,3,3,1386612
SingleFamily,2018,384752,1961,14058,2706,3,3,735318
SingleFamily,2018,260795,1924,6749,1546,2,2,1580248
SingleFamily,2018,662579,1954,7405,2496,2,3,916684
SingleFamily,2018,217437,1956,6038,1766,3,6,535658
Duplex,2018,737392,1906,4935,1757,2,4,1402271
SingleFamily,2018,750827,1948,6534,1325,2,3,858411
Condominium,2018,411252,1984,5100,1545,1,0,662235
SingleFamily,2018,617100,1952,15755,1673,3,4,613608
SingleFamily,2018,204938,1924,5101,1110,2,3,389313
SingleFamily,2018,258319,1978,8495,2265,3,4,677539
SingleFamily,2018,486967,1925,4486,1180,2,2,757422
SingleFamily,2018,765906,1936,10297,1371,1,2,1217041
SingleFamily,2018,338256,1929,3426,2168,2,4,1215577
SingleFamily,2018,271190,1956,7840,1522,2,4,584881
SingleFamily,2018,44543,1925,3213,768,1,2,1153827
SingleFamily,2018,709032,1950,6220,1348,2,2,877360
SingleFamily,2018,613108,1949,6882,1807,2,2,1249166
SingleFamily,2018,353198,1953,16583,2478,4,4,811679
SingleFamily,2018,35436,1926,6874,1246,1,4,362096
SingleFamily,2018,198e3,1966,10434,1250,2,2,740487
SingleFamily,2018,556e3,1947,10124,2187,2,3,660895
SingleFamily,2018,243899,1956,6451,1600,2,3,635392
SingleFamily,2018,230581,1965,9099,1887,2,4,646262
SingleFamily,2018,216109,1930,5004,1158,2,3,511498
Duplex,2018,47616,1916,2430,1287,2,2,519336
SingleFamily,2018,414784,1912,5399,2202,1.5,3,512581
MultiFamily2To4,2018,712e3,1965,5044,3048,4,5,799016
SingleFamily,2018,338130,1941,6624,887,1,2,483912
SingleFamily,2018,350141,1952,7496,1144,2,3,527259
SingleFamily,2018,788184,1923,6500,1500,1.5,3,1931256
Duplex,2018,325648,1921,6915,1482,2,3,496683
SingleFamily,2018,478583,1958,7405,1696,3,5,568388
SingleFamily,2018,187025,1935,5545,2073,2,2,2067728
SingleFamily,2018,54028,1938,6026,1458,1,2,1220054
SingleFamily,2018,205222,1948,5827,1328,2,4,802061
SingleFamily,2018,49283,1929,3599,1250,1,3,871258
SingleFamily,2018,323998,1949,8712,1686,2,4,517322
SingleFamily,2018,689768,1959,18e3,2850,3,3,2487423
SingleFamily,2018,675586,1956,17289,2504,1.5,4,867066
SingleFamily,2018,220776,1951,6190,1405,2,3,548415
SingleFamily,2018,150033,1913,6855,1424,1,3,932784
SingleFamily,2018,633118,1960,7304,2001,3,4,819113
Triplex,2018,326532,1957,7241,1836,3,5,522746
SingleFamily,2018,342394,1955,8602,1479,2,4,602745
SingleFamily,2018,121785,1947,5502,1147,1,2,1364612
SingleFamily,2008,18267,1923,6626,1431,1,3,711813
SingleFamily,2018,230974,1956,8990,1358,2,3,619542
SingleFamily,2018,809880,1976,4843,1504,2,4,971071
SingleFamily,2018,41e4,1941,8102,1013,1,2,461536
SingleFamily,2018,283840,1954,7369,1990,2,4,706469
SingleFamily,2018,403493,1999,6304,1900,3,3,737015
SingleFamily,2018,567645,1923,3411,1414,2,3,1026887
SingleFamily,2018,263287,1950,8162,2094,3,4,660457
SingleFamily,2018,391191,1979,12762,2604,3,4,866901
SingleFamily,2018,180458,1940,5400,987,1,2,456020
SingleFamily,2018,1258934,1966,9108,2400,2,3,2709515
SingleFamily,2018,404024,1956,6969,1372,2,3,567381
SingleFamily,2018,532078,1978,11761,2423,3,4,763222
Triplex,2018,341656,1986,5e3,3284,4,7,954511
SingleFamily,2018,486652,1965,8216,2271,3,4,702749
SingleFamily,2018,41e4,1953,6207,1342,2,3,515351
SingleFamily,2018,464754,1949,6534,1324,2,3,550619
SingleFamily,2018,260131,1966,13181,3044,4,4,1717158
SingleFamily,2018,701e3,1941,6605,1194,1,2,717626
Duplex,2018,467037,1922,7995,1706,2,4,659952
Duplex,2018,356395,1903,6365,2420,2,3,840974
SingleFamily,2018,895926,1960,6544,2186,2.75,3,1226380
SingleFamily,2018,327440,1926,4778,1412,2,3,483283
SingleFamily,2018,27951,1939,5031,919,1,2,363662
SingleFamily,2018,860795,1926,6100,2068,3,3,2325256
SingleFamily,2018,1456589,1965,19602,2928,3,4,2466583
SingleFamily,2018,703800,1953,3749,826,1,2,826260
SingleFamily,2018,388726,1931,4922,1246,1,2,1379872
SingleFamily,2018,518963,1955,12376,1904,2,3,1381422
SingleFamily,2018,66739,1951,6611,1281,1,3,583253
SingleFamily,2018,128920,1925,4772,960,1,2,431160
SingleFamily,2018,459e3,1905,4621,1440,1.5,2,602150
SingleFamily,2018,169756,1955,7419,1321,2,3,717986
SingleFamily,2018,449e3,2004,4958,1254,2,3,433126
SingleFamily,2018,145986,1948,6250,1862,2,3,1669360
SingleFamily,2018,571200,1922,4782,1100,2,3,759272
SingleFamily,2018,182484,1922,7359,1225,1,2,726738
SingleFamily,2018,272593,1952,3293,1354,2,3,1044640
Triplex,2018,1458600,1935,7587,2819,3,4,1412684
SingleFamily,2018,83604,1920,5107,1036,1,3,1267341
SingleFamily,2018,637500,1953,21e3,2800,4,5,801223
Condominium,2018,364844,1995,78042,2018,3,4,644634
MultiFamily2To4,2018,40026,1938,5e3,1189,2,3,507971
Condominium,2018,380844,1979,436585,1736,3,4,593765
SingleFamily,2018,382305,2006,2396,1600,2.5,3,993581
SingleFamily,2018,198737,1925,5871,1428,2,2,720159
SingleFamily,2018,315731,1956,11304,1790,2,3,705559
SingleFamily,2018,380039,1922,7e3,1480,1,2,624429
SingleFamily,2018,757781,1945,5750,1392,2,4,1326105
SingleFamily,2018,614660,1983,12815,3596,3,4,982771
Duplex,2018,180091,1922,6403,1698,2,2,508800
SingleFamily,2018,228529,1918,5399,1092,1,2,522647
SingleFamily,2018,86138,1954,7800,2079,2,5,648448
SingleFamily,2018,380844,1941,6497,1719,2,2,806847
SingleFamily,2018,19979,1923,2498,988,1,3,791339
SingleFamily,2018,57698,1950,6187,1096,1,2,479778
SingleFamily,2018,1970896,2001,4697,5625,7,5,4168451
SingleFamily,2018,384324,1922,4674,1149,1,2,429832
Duplex,2018,183001,1908,5810,1600,2,3,469083
SingleFamily,2018,520868,1988,11279,2760,3,4,724191
SingleFamily,2018,95785,1948,5025,1432,2,2,1321744
SingleFamily,2018,39590,1923,6076,1350,1,3,589200
SingleFamily,2018,106170,1956,5999,1634,3,3,852922
SingleFamily,2018,946608,1947,7e3,1443,2,3,1490253
Condominium,2018,52e4,1988,1147,1147,2,3,381888
SingleFamily,2018,537088,1909,6098,1144,1,2,578808
SingleFamily,2018,243893,1953,6e3,1276,2,3,551388
Duplex,2018,322335,1951,6098,1872,2,4,703307
SingleFamily,2018,196343,1954,10542,1275,2,3,612641
SingleFamily,2018,577422,1948,153e3,2476,2,5,740144
SingleFamily,2018,1555500,1930,6464,1596,2,3,1764211
SingleFamily,2018,22130,1906,5400,1266,1,3,392342
SingleFamily,2018,2332270,1925,6728,3200,3,4,3425783
SingleFamily,2018,39959,1954,3625,1038,1,3,480934
SingleFamily,2018,277935,1924,3920,1304,1,2,404813
SingleFamily,2018,529865,1914,5625,1601,1,2,656335
SingleFamily,2018,251848,1953,6189,1262,2,3,523404
SingleFamily,2018,463062,1989,9609,3072,3,3,888043
SingleFamily,2018,209019,1937,6108,932,1,3,446530
Duplex,2018,63904,1907,4721,1436,2,3,418789
SingleFamily,2018,1259740,1924,5600,1749,3,5,2558284
SingleFamily,2018,250939,1956,5967,1578,2,3,764298
SingleFamily,2018,81508,1922,5396,1444,2,3,830799
Quadruplex,2018,410677,1955,6881,3354,4,8,809393
SingleFamily,2018,247940,1950,20188,3297,4,5,2341604
SingleFamily,2018,824413,1926,4791,1593,2.5,4,1429158
Condominium,2018,243483,1986,42819,1055,3,2,355069
SingleFamily,2018,247990,1960,7747,1397,2,4,627795
SingleFamily,2018,153530,1914,5460,888,1,2,405401
SingleFamily,2018,295518,1924,7864,1682,3,4,880481
SingleFamily,2018,114331,1941,7500,1736,3,4,516716
SingleFamily,2018,765654,1960,10995,2271,3,5,750885
SingleFamily,2018,1386474,1955,10609,2885,3,3,1814709
Condominium,2018,243762,1979,71363,1262,2,3,476999
SingleFamily,2018,19933,1922,8272,1066,1,3,611217
Triplex,2018,446097,1950,9792,2776,3,6,1733650
SingleFamily,2018,536560,1960,19499,3944,3,4,1064882
SingleFamily,2018,727924,1949,6002,2023,3,4,1198900
Quadruplex,2018,81757,1912,4803,2640,4,4,948350
SingleFamily,2018,263674,1950,6922,2184,3,5,736791
SingleFamily,2018,347069,1953,6050,2036,3,4,2153082
SingleFamily,2018,209308,1923,4455,1186,2,1,978756
SingleFamily,2018,505190,1991,13550,2710,2,4,900697
Townhouse,2018,505e3,2005,24659,1690,3.25,4,550904
Duplex,2018,471640,1970,6218,1488,2,4,718344
MultiFamily2To4,2018,688500,1924,1800,1152,2,2,929885
Triplex,2018,303030,1907,5155,3080,4,9,618367
SingleFamily,2018,307698,1958,6878,1570,2,3,602878
Condominium,2018,205170,1981,116460,1305,2,2,713157
SingleFamily,2018,183291,1965,11500,2160,2,4,657186
Apartment,2018,562987,1914,7350,3277,2,5,1098894
SingleFamily,2018,113711,1946,7967,1956,3,3,1300078
SingleFamily,2018,52e4,1954,8023,1216,2,3,563677
SingleFamily,2018,496405,1949,5937,1583,2,3,1236501
SingleFamily,2018,577750,1951,8061,2405,2,3,1145564
SingleFamily,2018,194833,1955,6951,990,1,3,598206
SingleFamily,2018,266590,1958,6218,1600,3,5,602841
SingleFamily,2018,632400,1952,6969,2415,3,5,704254
SingleFamily,2018,44e5,1963,11125,5350,7,5,5095375
SingleFamily,2018,1034280,1936,5919,2400,5,4,1760332
SingleFamily,2018,165641,1929,5867,1675,2,2,1658049
SingleFamily,2018,683400,1924,6102,1690,2,4,697990
SingleFamily,2018,503247,1949,8276,1752,2,3,651490
SingleFamily,2018,187444,1949,8101,1491,2,2,959626
SingleFamily,2018,783420,1950,10500,2736,3,3,1191653
SingleFamily,2018,393645,1923,8642,1050,1,3,370676
SingleFamily,2018,271678,1965,17976,3970,5,6,1562747
SingleFamily,2018,387624,1919,3639,978,1,2,854506
SingleFamily,2018,2257667,2006,7971,4345,5,5,2669625
SingleFamily,2018,964432,1951,9e3,1850,2,3,1550692
SingleFamily,2018,512287,1956,7,1,3,4,685802
SingleFamily,2018,71364,1923,5377,720,1,2,333769
SingleFamily,2018,742499,1941,6275,2695,3,5,3233170
Duplex,2018,478264,1961,9415,1825,2,4,665199
SingleFamily,2018,274895,2003,2714,1232,2,4,352160
SingleFamily,2018,45117,1913,5445,1494,1,2,624608
SingleFamily,2018,133329,1962,10700,2109,2,3,1133095
MultiFamily2To4,2018,288074,1951,10404,450,1,1,785519
SingleFamily,2018,84625,1960,7503,1787,2,3,614307
SingleFamily,2018,267341,1924,6753,1106,1,2,1711770
SingleFamily,2018,1050906,1923,9896,2456,2,2,2144763
SingleFamily,2018,6e5,1993,8712,2154,3,4,683628
Condominium,2018,719498,2004,43391,2217,3,2,1367594
SingleFamily,2018,433498,1953,5025,1252,1,3,674239
SingleFamily,2018,270125,1922,3612,1397,4,4,505225
Condominium,2018,363794,1960,4200,1264,1.5,3,1260270
SingleFamily,2018,340331,1973,8276,2220,3,4,703484
Condominium,2018,571e3,2005,190598,2457,3,4,610236
SingleFamily,2018,1587559,1926,11268,4250,4,5,3163205
SingleFamily,2018,1578286,2004,80446,2314,4,3,1801818
